Course ID,Course Subject,Course Number,Course Name,Course Description
47258,INDI,635F,"MASTER'S LEVEL STUDIES SEX, DRUGS AND AIDS",
47262,INDI,824F,DOCTORAL LEVEL STUDIES SOCIAL ENTERPRISE DEV,
47305,INDI,636F,"MASTER'S LEVEL STUDIES FADO, FADO: IRISH FOLKLORE, MYTHOLOGY AND ORALITY",See GRAD Calendar
47307,INDI,825F,DOCTORAL LEVEL STUDIES QUALIT RESEARCH/ANALYSIS,See GRAD Calendar
47308,INDI,826F,DOCTORAL LEVEL STUDIES NORTH AMERIC FOOD HISTOR,See GRAD Calendar.
47309,INDI,637F,MASTER'S LEVEL STUDIES OPEN SYSTEMS,See GRAD Calendar
47310,INDI,827F,DOCTORAL LEVEL STUDIES ROBERT LUDENS:  SURVEY ON GAMES,See GRAD Calendar.
47312,INDI,639B,MASTER'S LEVEL STUDIES CRITICAL RACE FEMINISMS,See GRAD Calendar.
47313,INDI,828F,DOCTORAL LEVEL STUDIES DIALOGUE AND APPLIED THEATRE,See GRAD Calendar.
47351,INDI,638F,MASTER'S LEVEL STUDIES GRADUATE FOOD SEMINAR,
47352,INDI,603,MASTER'S LEVEL STUDIES PHOTOGRAPHY II,
47356,INDI,829F,DOCTORAL LEVEL STUDIES SHAME IN ORGANIZATIONS,
47357,INDI,639F,MASTER'S LEVEL STUDIES OLD IRISH,
47358,INDI,621G,MASTER'S LEVEL STUDIES COMPARATIVE INDO-EUROPEAN LINGUISTICS,
47359,INDI,622G,MASTER'S LEVEL STUDIES VEDIC SANSKRIT,
47362,INDI,623G,MASTER'S LEVEL STUDIES PLACE BASED ORAL HISTORY,
47365,INDI,624G,MASTER'S LEVEL STUDIES SYNTAX/SEMANTICS OF BARE NOUNS,
47366,INDI,830F,DOCTORAL LEVEL STUDIES CRITICAL LITERAT REV MARINE ECOLOGY/POLICIES,
47421,INDI,625G,MASTER'S LEVEL STUDIES - LANGUAGE CHANGE,
47424,INDI,644,MASTER'S LEVEL STUDIES THE EFFECT OF MONOMER GEOMETRY ON EPOXY-ANIMINE NETWORKS,
47439,INDI,831F,DOCTORAL LEVEL STUDIES AN EXPLORATION OF PLAY,
47440,INDI,627G,MASTER'S LEVEL STUDIES HISTORY OF LINGUISTICS,
47447,INDI,628G,MASTER'S LEVEL STUDIES DOWNWARD ENTAILMENT IN CHINESE MANDARIN AND TAIWANESE,
47449,INDI,629G,MASTER'S LEVEL STUDIES LINGUISTICS AND NEUROSCIENCE,
48671,INDI,844,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
16057,INDU,211,Introduction to Production and Manufacturing Systems,"History of industrial engineering. Role of industrial engineers. Types of manufacturing and production systems. Material flow systems. Job design and work measurement. Introduction to solution methodologies for problems which relate to the design and operation of integrated production systems of humans, machines, information, and materials. Lectures: three hours per week. Tutorial: one hour per week.





"
16059,INDU,311,Simulation of Industrial Systems,"Modelling techniques in simulation; application of discrete simulation techniques to model industrial systems; random number generation and testing; design of simulation experiments using different simulation languages; output data analysis. Lectures: three hours per week. Laboratory: two hours per week, alternate weeks. Tutorial: one hour per week.
Prerequisite: ENGR 371.




"
16061,INDU,320,Production Engineering,"The systems approach to production. Interrelationships among the component blocks of the system: forecasting, aggregate planning, production, material and capacity planning, operations scheduling. An overview of integrated production planning and control including MRP II, Just in Time manufacturing (JIT). Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: INDU 323.




"
16062,INDU,321,Lean Manufacturing,"Lean fundamentals; lean manufacturing; lean engineering; lean principles, tools and techniques, practices, and implementation; five S?s, process analysis/spaghetti charts, value engineering; value stream mapping; standardized work/ standard times; set-up reduction/line balancing; unit manufacturing; cell layout/cellular manufacturing; total productive maintenance; kanban; lean supply chain management; transition-to-lean roadmap; people/organizational issues in the lean enterprise; Six Sigma;TOM; agile manufacturing. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: INDU 320.
NOTE: Students who have received credit for INDU 420 may not take this course for credit.



"
16063,INDU,323,Operations Research I,"An introduction to deterministic mathematical models with emphasis on linear programming. Applications to production, logistics, and service systems. Computer solution of optimization problems. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks
Prerequisite: ENGR 213, 233, INDU 211."
16064,INDU,324,Operations Research II,"Integer programming (IP), including modelling and enumerative algorithms for solving IP problems; post-optimality analysis. Network flows, dynamic programming and non-linear programming. Applications in the design and operation of industrial systems. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: INDU 323.
NOTE: Students who have received credit for INDU 430 may not take this course for credit."
16065,INDU,330,Engineering Management,"Organizational structures, their growth and change. Motivation, leadership, and group behaviour. Design of alternatives for improving organizational performance and effectiveness. Planning, organization and management of engineering projects. Management for total quality. Lectures: three hours per week. Prerequisite: ENCS 282; ENGR 301 previously or concurrently."
16066,INDU,371,Stochastic Models in Industrial Engineering,"Overview of probability theory; probability distributions; exponential model and Poisson process; discrete-time and continuous-time Markov chains; classification of states; birth and death processes; queuing theory. Application to industrial engineering problems. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ENGR 371.




"
16067,INDU,372,Quality Control and Reliability,"Importance of quality; total quality management; statistical concepts relevant to process control; control charts for variables and attributes; sampling plans. Introduction to reliability models and acceptance testing; issues of standardization. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ENGR 371.




"
16068,INDU,410,SAFETY ENGINEERING,"Prerequisite: MECH 311 or MIAE 311. This course focuses on the following topics:
engineering design for the control of workplace hazards; occupational injuries and
diseases; codes and standards; Workplace Hazardous Materials Information Systems (WHMIS); hazard evaluation and control; design criteria; risk assessment; safety in the manufacturing environment; applications in ventilation, air cleaning, noise and vibration. Lectures: three hours per week."
16069,INDU,411,Computer Integrated Manufacturing,"Prerequisite: MECH 311 or MIAE 311. This course focuses on concepts and benefits of computer integrated manufacturing (CIM); design for manufacturing; computer-aided design, process planning, manufacturing (computer numerical control parts programming), and inspection; robots in CIM; production planning and scheduling in CIM; system integration. Lectures: three hours per week. Laboratory: two hours per week, alternate weeks."
16070,INDU,412,Human Factors Engineering,"Elements of anatomy, physiology, and psychology; engineering anthropometry; human capacities and limitations; manual material handling; design of workplaces; human-machines system design; design of controls and displays; shift work. Applications to a manufacturing environment. Lectures: three hours per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: ENGR 371.




"
16072,INDU,421,Facilities Design and Material Handling Systems,"An introduction to planning and design of production and manufacturing. Facility layout and location. Material handling systems and equipment specifications. Computer-aided facilities planning. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: INDU 311 previously or concurrently; 320."
16073,INDU,423,Inventory Control,"Inventory analysis and control systems; the role of forecasting in controlling inventories; the role of inventories in physical distribution; supply chain management; work in process inventories; inventory in just-in-time manufacturing systems. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: INDU 320.




"
16075,INDU,440,Product Design and Development,"Development processes and organizations, product planning, identifying customer needs, product specifications, concept generation, concept selection, concept testing, product architecture, industrial design, design for manufacturing, prototyping robust design, patents and intellectual property. Lectures: three hours per week.
NOTE: Students who have received credit for AERO 444 may not take
this course for credit.
Prerequisite: MECH 311."
16076,INDU,441,Introduction to Six Sigma,"Overview of the Six Sigma concepts and tools. Six Sigma deployment practices: Define, Measure, Analyze, Improve and Control phases (DMAIC). Project development, and the DMAIC problem-solving approach. Project. Lectures: three hours per week.
Prerequisite: INDU 372.




"
16077,INDU,442,Logistics Network Models,"Overview of transportation systems; airlines, railways, ocean liners, cargo, energy transportation and pipelines. Supply chain characterization. Site location. Distribution planning. Vehicle routing. Fleet scheduling. Crew scheduling. Demand management. Replenishment management. Revenue management. Geographic information systems. Real-time network control issues. Project. Lectures: three hours per week.
Prerequisite: INDU 324.




"
16079,INDU,466,Decision Models in Service Sector,"Introduction to service strategy and operations. Service demand forecasting and development of new services. Service facility location and layout planning. Applications of decision models in service operations and service quality control. Cost analysis, queuing models, risk management and resource allocation models for service decisions. Service outsourcing and supply chain issues. Efficiency and effectiveness issues in different service sectors such as emergency force deployment, municipal resource allocation and health care. Case studies using operations research, operations management, and statistical techniques. Lectures: three hours per week.
Prerequisite: ENGR 371; INDU 320.




"
16081,INDU,475,Advanced Concepts in Quality Improvement,"Statistical experimental design issues such as randomized blocks, factorial designs at two levels, applications on factorial designs, building models, Taguchi methods. Lectures: three hours per week.
Prerequisite: INDU 372.




"
16084,INDU,490,Capstone Industrial Engineering Design Project,"Prerequisite: 75 credits in the program; ENGR 301; MIAE 380; INDU 421 previously or concurrently. A supervised design, simulation or experimental capstone design project including a preliminary project proposal with complete project plan and a technical report at the end of the fall term; a final report by the group and individual oral presentation at the end of the winter term. Lectures: one hour per week, one term. Equivalent laboratory time: three hours per week, two terms.
NOTE: Students will work in groups under direct supervision of a faculty member.."
16088,INDU,6111,THEORY OF OPERATION RESEARCH,Please see GRAD Calendar
16090,INDU,6131,GRAPH THEORY SYST. APPL.,Please see GRAD Calendar
16091,INDU,6141,LOGISTICS NETWORK MODELS,Please see GRAD Calendar
16092,INDU,6151,DECISION MODELS/SERV. SEC,Please see GRAD Calendar
16093,INDU,6211,PROD. SYST. AND INVENTORY,Please see GRAD Calendar
16094,INDU,6221,LEAN ENTERPRISE,Please see GRAD Calendar
16095,INDU,6231,SCHEDULING THEORY,Please see GRAD Calendar
16096,INDU,6241,LEAN MANUFACTURING,Please see GRAD Calendar
16097,INDU,6311,DISCRETE SYSTEM SIMULATION,Please see GRAD Calendar
16098,INDU,6321,INTRODUCTION TO SIX SIGMA,Please see GRAD Calendar
16099,INDU,6331,ADVANCED QUALITY CONTROL,Please see GRAD Calendar
16100,INDU,6351,SYSTEM RELIABILITY,Please see GRAD Calendar
41478,INDU,6341,ADV. CONCEPTS/QUALITY IMPR.,Please see GRAD Calendar
41479,INDU,6411,HUMAN FACTORS ENGG.,Please see GRAD Calendar
41480,INDU,6421,OCCUPATIONAL SAFETY ENG.,Please see GRAD Calendar
46806,INDU,498,TOPICS/INDUSTRIAL ENGG.,Please see UGRD Calendar
46807,INDU,691,TOPICS IN INDUSTRIAL ENGR,Please see GRAD Calendar
47986,INDU,342,Logistics Network Models,"Overview of transportation systems; airlines, railways, ocean liners, cargo, energy transportation and pipelines. Supply chain characterization. Site location. Distribution planning. Vehicle routing. Fleet scheduling. Crew scheduling. Demand management. Replenishment management. Revenue management. Geographic information systems. Real-time network control issues. Project. Lectures: three hours per week. NOTE: Students who have received credit for INDU 442 may not take this course for credit.
Prerequisite: INDU 324."
47987,INDU,480,Cases in Industrial Engineering,"Prerequisite: INDU 311, 324.This course uses the case teaching method to train industrial engineering students to analyze real-world situations using the tools of operations research. Students assume the roles of engineering consultants working together to solve a problem posed by the client in each case. As a consequence, students obtain experience dealing with all steps involved in solving a real problem, from identification of stakeholders, problem formulation and identification of data requirements, to model implementation and analysis of results. Students are required to participate in class discussions of the case and to present their solutions in either report or presentation form. Lectures: three hours per week."
